id8102,year,outcome,outcmyear,switcher,instresp,xl_area,age1_fav,age2_fav,age3_fav,age4_fav,age5_fav,age6_fav,age7_fav,age8_fav,age9_fav,age10_fav,age11_fav,age12_fav,age1_opp,age2_opp,age3_opp,age4_opp,age5_opp,age6_opp,age7_opp,age8_opp,age9_opp,age10_opp,age11_opp,age12_opp,age1_dk,age2_dk,age3_dk,age4_dk,age5_dk,age6_dk,age7_dk,age8_dk,age9_dk,age10_dk,age11_dk,age12_dk,edu1_fav,edu2_fav,edu3_fav,edu4_fav,edu5_fav,edu6_fav,edu7_fav,edu8_fav,edu9_fav,edu10_fav,edu11_fav,edu12_fav,edu1_opp,edu2_opp,edu3_opp,edu4_opp,edu5_opp,edu6_opp,edu7_opp,edu8_opp,edu9_opp,edu10_opp,edu11_opp,edu12_opp,edu1_dk,edu2_dk,edu3_dk,edu4_dk,edu5_dk,edu6_dk,edu7_dk,edu8_dk,edu9_dk,edu10_dk,edu11_dk,edu12_dk,inc1_fav,inc2_fav,inc3_fav,inc4_fav,inc5_fav,inc6_fav,inc7_fav,inc8_fav,inc9_fav,inc10_fav,inc11_fav,inc12_fav,inc1_opp,inc2_opp,inc3_opp,inc4_opp,inc5_opp,inc6_opp,inc7_opp,inc8_opp,inc9_opp,inc10_opp,inc11_opp,inc12_opp,inc1_dk,inc2_dk,inc3_dk,inc4_dk,inc5_dk,inc6_dk,inc7_dk,inc8_dk,inc9_dk,inc10_dk,inc11_dk,inc12_dk,white_fav,black_fav,hispa_fav,asina_fav,white_opp,black_opp,hispa_opp,asina_opp,white_dk,black_dk,hispa_dk,asian_dk,pid1_fav,pid2_fav,pid3_fav,pid4_fav,pid5_fav,pid6_fav,pid7_fav,pid1_opp,pid2_opp,pid3_opp,pid4_opp,pid5_opp,pid6_opp,pid7_opp,pid1_dk,pid2_dk,pid3_dk,pid4_dk,pid5_dk,pid6_dk,pid7_dk,ideo1_fav,ideo2_fav,ideo3_fav,ideo4_fav,ideo5_fav,ideo6_fav,ideo7_fav,ideo1_opp,ideo2_opp,ideo3_opp,ideo4_opp,ideo5_opp,ideo6_opp,ideo7_opp,ideo1_dk,ideo2_dk,ideo3_dk,ideo4_dk,ideo5_dk,ideo6_dk,ideo7_dk,male_fav,female_fav,male_opp,female_opp,male_dk,female_dk,protes_fav,cathlc_fav,jewish_fav,seculr_fav,protes_opp,cathlc_opp,jewish_opp,seculr_opp,protes_dk,cathlc_dk,jewish_dk,seculr_dk,east_fav,south_fav,midwst_fav,west_fav,east_opp,south_opp,midwst_opp,west_opp,east_dk,south_dk,midwst_dk,west_dk,nounn_fav,union_fav,nounn_opp,union_opp,nounn_dk,union_dk,pred10_sw,pred30_sw,pred50_sw,pred70_sw,pred90_sw,predall_sw,intgrp_stfav,intgrp_swfav,intgrp_stopp,intgrp_swopp,aarp,aflcio,airlines,american_bankers_association,american_councilof_life_insurance,american_farm_bureau_federation,american_federationof_state_countyand_municipal_employees,american_hospital_association,american_israel_public_affairs_committee,american_legion,american_medical_association,associationof_trial_lawyers,automobilecompanies,chamberof_commerce,christian_coalition,computersoftwareandhardware,credit_union_national_association,defensecontractors,electriccompanies,health_insurance_association,independent_insurance_agentsof_america,international_brotherhoodof_teamsters,motion_picture_associationof_america,national_associationof_broadcasters,national_associationof_home_builders,national_associationof_manufacturers,national_associationof_realtors,national_beer_wholesalers_association,national_education_association,national_federationof_independent_business,national_governors_association,national_restaurant_association,national_rifle_association,national_rightto_life_committee,oil_companies,pharmaceutical_research_manufacturers,recording_industry_association,securitiesandinvestmentcompanies,telephonecompanies,tobbacocompanies,united_auto_workersunion,universities,veteransof_foreign_warsofthe_u_s,ecyn,swyn,fpyn,rlyn,gnyn,question_text,policy_change,intgrp_align,intgrp_align_norm,pred10_norm,pred50_norm,pred90_norm,mass_intgrp_stfav,mass_intgrp_swfav,mass_intgrp_stopp,mass_intgrp_swopp,bus_intgrp_stfav,bus_intgrp_swfav,bus_intgrp_stopp,bus_intgrp_swopp,mass_intgrp_align,bus_intgrp_align,mass_intgrp_align_norm,bus_intgrp_align_norm
84,1981,0,NA,1,1,econ & labor,47,71,81,66,56,73,105,68,0,0,0,0,54,57,61,59,53,94,143,122,0,0,0,0,0,1,3,4,1,2,12,13,0,0,0,0,5,6,13,85,195,95,32,74,61,0,0,0,1,12,28,91,238,129,22,69,50,0,0,0,0,5,4,5,7,2,4,5,4,0,0,0,88,124,129,98,65,48,0,0,0,0,0,0,114,121,147,106,70,40,0,0,0,0,0,0,7,3,5,6,6,2,0,0,0,0,0,0,426,82,44,5,534,43,49,7,29,3,2,0,108,193,268,0,0,0,0,216,205,223,0,0,0,0,13,14,9,0,0,0,0,161,244,133,0,0,0,0,250,269,89,0,0,0,0,9,16,3,0,0,0,0,277,292,288,355,19,17,331,154,24,47,429,162,12,31,18,7,4,6,149,165,144,110,178,184,168,113,7,13,7,8,382,183,528,109,29,5,0.5409855246543884,0.5316264629364014,0.52135467529296875,0.5092450380325317,0.49910902976989746,0.5204641461372376,0,0,2,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,How do you feel about workers' right to strike -- do you favor or oppose the right of (READ EACH ITEM) to strike? Item: Elementary and High school teachers,0,-1.0986122886681098,0.32715643797829735,0.47589117180403234,0.4200690061146826,0.39116943414187494,1,0,0,0,0,0,0,0,0.6931471805599453,0,0.6934264036172708,0.5
85,1981,0,NA,0,1,econ & labor,44,59,62,63,40,61,86,56,0,0,0,0,55,69,81,65,70,105,153,133,0,0,0,0,3,1,1,2,0,2,19,13,0,0,0,0,5,8,13,78,177,68,22,56,43,0,0,0,1,10,29,93,255,154,34,87,70,0,0,0,0,5,3,9,9,3,2,4,3,0,0,0,86,107,111,67,49,32,0,0,0,0,0,0,113,136,163,139,88,55,0,0,0,0,0,0,10,5,5,3,4,3,0,0,0,0,0,0,342,80,35,5,618,40,58,7,28,10,2,0,79,155,237,0,0,0,0,246,242,246,0,0,0,0,11,13,16,0,0,0,0,117,204,121,0,0,0,0,287,316,101,0,0,0,0,15,8,3,0,0,0,0,201,270,370,365,11,29,280,121,23,36,469,191,16,47,28,9,0,2,141,135,111,84,186,213,192,144,8,14,16,2,302,165,599,130,37,2,0.44581466913223267,0.41855382919311523,0.3935689330101013,0.3692486882209778,0.34594452381134033,0.39462612867355346,2,0,0,0,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,How do you feel about workers' right to strike -- do you favor or oppose the right of (READ EACH ITEM) to strike? Item: Air traffic controllers,0,1.0986122886681098,0.6728435620217026,0.4146924212894108,0.3553652862774311,0.3089153985820666,2,0,0,0,0,0,0,0,1.0986122886681098,0,0.8065735963827292,0.5
86,1981,0,NA,1,1,econ & labor,54,74,84,72,60,80,116,64,0,0,0,0,47,54,57,53,45,86,126,120,0,0,0,0,1,2,3,4,5,2,17,18,0,0,0,0,5,5,9,83,202,104,34,89,72,0,0,0,1,13,29,92,226,114,22,51,39,0,0,0,0,5,7,5,13,8,3,8,5,0,0,0,87,125,132,110,80,55,0,0,0,0,0,0,111,116,136,92,58,30,0,0,0,0,0,0,11,7,11,9,3,5,0,0,0,0,0,0,464,81,44,3,483,44,45,7,42,3,5,1,126,214,265,0,0,0,0,192,178,220,0,0,0,0,19,20,14,0,0,0,0,166,272,134,0,0,0,0,235,234,84,0,0,0,0,20,22,6,0,0,0,0,307,298,253,336,24,30,358,154,26,54,387,158,11,26,33,11,2,4,167,173,147,118,153,171,161,103,14,18,10,11,409,192,488,95,43,9,0.537338376045227,0.5191075801849365,0.49042731523513794,0.4501916766166687,0.40095841884613037,0.47960467338562013,0,1,1,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,1,0,0,0,0,How do you feel about workers' right to strike -- do you favor or oppose the right of (READ EACH ITEM) to strike? Item: College teachers,0,-0.2876820724517809,0.45473927003617115,0.4735389771630375,0.4046034934697073,0.33949238186572656,1,0,0,0,0,0,0,0,0.6931471805599453,0,0.6934264036172708,0.5
87,1981,0,NA,0,1,econ & labor,39,53,57,61,34,54,82,59,0,0,0,0,59,75,83,65,74,111,166,136,0,0,0,0,3,1,4,3,1,3,11,8,0,0,0,0,7,8,20,75,165,60,23,45,36,0,0,0,0,13,23,101,265,160,34,98,75,0,0,0,0,2,3,5,10,5,1,4,4,0,0,0,99,91,97,66,44,30,0,0,0,0,0,0,107,151,175,140,92,56,0,0,0,0,0,0,3,5,7,4,5,4,0,0,0,0,0,0,329,70,25,5,635,52,66,7,25,6,3,0,81,151,207,0,0,0,0,243,250,279,0,0,0,0,12,10,12,0,0,0,0,118,185,105,0,0,0,0,287,332,117,0,0,0,0,14,11,2,0,0,0,0,188,251,379,393,15,19,271,113,14,32,485,200,23,52,19,9,3,1,117,143,109,71,208,212,199,154,8,7,12,7,293,144,617,146,28,5,0.46811443567276,0.3899540901184082,0.34281015396118164,0.32578539848327637,0.3352472186088562,0.37238225936889646,2,0,0,0,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,How do you feel about workers' right to strike -- do you favor or oppose the right of (READ EACH ITEM) to strike? Item: Firemen,0,1.0986122886681098,0.6728435620217026,0.4290953134605136,0.328066893941489,0.3027292027045267,2,0,0,0,0,0,0,0,1.0986122886681098,0,0.8065735963827292,0.5
88,1981,0,NA,0,1,soc welfare,38,39,46,45,31,58,65,86,0,0,0,0,63,88,95,83,78,108,189,101,0,0,0,0,0,2,3,1,1,3,5,16,0,0,0,0,1,6,15,43,108,94,22,59,59,0,0,0,6,12,28,135,321,126,36,87,57,0,0,0,0,5,2,4,11,5,1,2,0,0,0,0,64,77,87,67,52,40,0,0,0,0,0,0,139,167,185,141,88,49,0,0,0,0,0,0,6,4,8,3,1,0,0,0,0,0,0,0,344,20,35,5,619,107,59,6,26,2,1,0,145,144,120,0,0,0,0,186,252,370,0,0,0,0,6,15,9,0,0,0,0,155,171,66,0,0,0,0,254,346,156,0,0,0,0,11,12,3,0,0,0,0,212,197,359,449,12,18,250,96,16,41,513,216,22,41,15,11,1,3,111,117,98,83,216,236,215,140,8,8,6,9,340,66,575,224,23,7,0.3231949806213379,0.3045337200164795,0.3095434904098511,0.34003251791000366,0.39478546380996704,0.3344180345535278,0,0,1,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,"As you know, there is much discussion about changing Social Security to put that system on a sounder financial basis. Let me ask you about some proposals that have been made for Social Security changes. Would you favor or oppose (READ EACH ITEM)? Item: Changing the age from 65 to 68 that people can go on Social Security with full benefits, by the year 1990",0,-0.6931471805599453,0.3909478540072342,0.3311194203885273,0.30914103832228523,0.3361459558483839,0,0,1,0,0,0,0,0,-0.6931471805599453,0,0.3065735963827292,0.5
89,1981,0,NA,1,1,defense,58,80,65,48,30,45,72,59,0,0,0,0,42,49,73,80,79,120,180,133,0,0,0,0,1,0,5,2,1,4,8,10,0,0,0,0,3,5,15,71,168,79,16,64,36,0,0,0,4,15,28,105,265,143,40,78,77,0,0,0,0,3,2,5,7,4,3,5,3,0,0,0,95,106,94,69,45,27,0,0,0,0,0,0,108,136,179,137,96,59,0,0,0,0,0,0,6,6,6,4,0,3,0,0,0,0,0,0,339,69,41,2,624,56,53,10,25,4,1,0,91,164,204,0,0,0,0,237,232,287,0,0,0,0,8,15,8,0,0,0,0,120,191,120,0,0,0,0,294,325,99,0,0,0,0,7,12,6,0,0,0,0,176,284,394,362,13,18,269,121,14,46,497,188,25,34,13,14,0,4,146,116,110,88,184,239,196,137,5,6,14,6,351,104,560,188,27,4,0.5256057977676392,0.5904362201690674,0.6363832950592041,0.6667147874832153,0.6848111748695374,0.6207902550697326,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,"All in all, do you favor the present voluntary system of recruiting young people for the armed services, or a system where young people from 18 to 26 could be drafted for two years of service?",0,0,0.5,0.46598834639233383,0.47932763980068466,0.49240875471302636,0,0,0,0,0,0,0,0,0,0,0.5,0.5
90,1981,0,NA,1,1,econ & labor,71,103,104,88,86,119,189,119,0,0,0,0,28,22,37,38,23,47,52,71,0,0,0,0,2,4,3,3,1,2,19,13,0,0,0,0,7,12,27,121,310,148,48,117,90,0,0,0,0,5,15,53,115,74,11,27,20,0,0,0,0,6,3,7,16,5,0,4,6,0,0,0,138,173,207,152,104,76,0,0,0,0,0,0,65,63,67,53,33,12,0,0,0,0,0,0,7,12,6,6,4,3,0,0,0,0,0,0,697,100,60,8,258,23,29,3,34,7,5,1,215,290,377,0,0,0,0,108,105,106,0,0,0,0,13,18,16,0,0,0,0,281,388,171,0,0,0,0,118,130,51,0,0,0,0,21,11,2,0,0,0,0,434,448,132,187,18,29,534,229,31,73,211,83,7,11,34,11,1,0,240,254,205,183,83,93,98,45,11,15,16,4,621,254,275,41,44,2,0.3052899241447449,0.2822182774543762,0.25811004638671875,0.23218637704849243,0.20635545253753662,0.2568320155143738,1,0,2,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,How do you feel about workers' right to strike -- do you favor or oppose the right of (READ EACH ITEM) to strike? Item: Coal miners,0,-0.4054651081081645,0.4362085839710631,0.3178021879938284,0.27745673412995675,0.216690888879484,2,0,0,0,0,0,1,0,1.0986122886681098,-0.6931471805599453,0.8065735963827292,0.3909478540072342
91,1981,0,NA,0,1,taxation,34,49,48,53,45,64,89,47,0,0,0,0,61,76,93,69,58,101,149,139,0,0,0,0,6,4,3,7,6,4,22,16,0,0,0,0,2,4,16,52,148,83,30,54,39,0,0,0,5,9,23,123,274,133,26,86,70,0,0,0,0,9,6,6,19,11,3,8,6,0,0,0,40,79,97,80,60,51,0,0,0,0,0,0,145,161,170,118,79,34,0,0,0,0,0,0,23,7,13,12,2,5,0,0,0,0,0,0,351,35,34,5,587,84,57,7,52,9,4,0,128,149,152,0,0,0,0,187,239,324,0,0,0,0,21,24,23,0,0,0,0,161,183,65,0,0,0,0,237,323,148,0,0,0,0,22,22,12,0,0,0,0,226,204,333,417,25,43,271,111,10,30,458,199,28,48,49,13,1,5,109,133,93,95,211,207,209,123,15,22,17,14,320,107,570,174,49,16,0.24806523323059082,0.3016914129257202,0.3594895005226135,0.4250502586364746,0.4948258399963379,0.3658244490623474,2,1,2,2,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,-2,NA,-2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,0,0,0,0,"Now it is being proposed that instead of the system of higher- income people paying a greater percentage in federal income taxes, everyone pay the same percentage of their income in taxes, such as 20% for everyone. Would you favor having everyone pay the same percentage of their income in taxes, or would you favor keeping the present system, under which higher-income people pay a greater percentage in taxes?",0,-0.13353139262452252,0.47899164083543816,0.2718558271169261,0.3372157355393935,0.38894428320969865,0,0,0,0,2,1,2,2,0,-0.13353139262452252,0.5,0.47899164083543816
92,1981,2,NA,0,1,foreign pol,24,40,40,33,39,51,77,46,0,0,0,0,73,85,91,84,55,100,138,103,0,0,0,0,5,4,13,12,16,17,45,53,0,0,0,0,2,2,4,37,108,69,19,55,55,0,0,0,3,14,26,116,278,130,28,83,51,0,0,0,2,6,16,28,54,27,11,10,10,0,0,0,37,61,77,69,50,46,0,0,0,0,0,0,134,151,176,121,75,41,0,0,0,0,0,0,39,36,27,21,16,3,0,0,0,0,0,0,297,22,20,6,563,91,60,5,129,15,15,1,114,133,104,0,0,0,0,178,223,330,0,0,0,0,45,56,65,0,0,0,0,123,156,56,0,0,0,0,247,305,148,0,0,0,0,50,68,21,0,0,0,0,229,122,308,424,48,118,213,97,7,28,450,186,32,51,115,40,0,5,99,87,91,74,200,229,171,131,36,46,57,27,248,100,564,163,128,34,0.2389678955078125,0.2648642063140869,0.3097531199455261,0.37059611082077026,0.4534551501274109,0.32752729654312135,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,"Saudi Arabia wants the U.S. to supply it with our highly sophisticated system for detecting hostile military activity, called AWACS (A-WAX). Supporters of the sale say the system will help Saudi Arabia defend itself against outside attack, and that providing them with the AWACS will demonstrate our friendship. Opponents of the sale say the AWACS could be used in a war against Israel, or that the top- secret system could fall into hostile hands. Do you favor or oppose the U.S. sending the AWACS system to Saudi Arabia?",1,0,0.5,0.26394154998384894,0.3092635777784093,0.36738269184309896,0,0,1,0,1,0,0,0,-0.6931471805599453,0.6931471805599453,0.3065735963827292,0.6090521459927658
93,1981,0,NA,1,1,econ & labor,52,83,83,80,69,91,140,80,0,0,0,0,47,45,55,47,35,75,103,104,0,0,0,0,2,1,5,2,5,1,17,16,0,0,0,0,5,3,17,94,229,115,35,101,78,0,0,0,0,16,22,79,196,104,20,42,33,0,0,0,2,3,5,8,14,5,3,5,4,0,0,0,97,134,158,118,84,61,0,0,0,0,0,0,101,105,111,85,53,24,0,0,0,0,0,0,9,9,9,5,4,4,0,0,0,0,0,0,529,85,46,8,419,36,43,4,36,8,5,0,159,230,290,0,0,0,0,161,164,189,0,0,0,0,15,18,17,0,0,0,0,211,306,130,0,0,0,0,192,204,89,0,0,0,0,16,16,4,0,0,0,0,351,328,217,298,15,34,410,169,27,61,338,136,8,21,29,15,3,2,200,180,155,145,123,167,148,77,10,15,16,8,454,218,440,71,42,6,0.4909900426864624,0.45742642879486084,0.42462652921676636,0.3899257183074951,0.3551734685897827,0.4236284375190735,2,0,2,0,NA,2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,How do you feel about workers' right to strike -- do you favor or oppose the right of (READ EACH ITEM) to strike? Item: Airline industry workers,0,0,0.5,0.4437852981691959,0.3714255223376587,0.3141802196156307,2,0,0,0,0,0,2,0,1.0986122886681098,-1.0986122886681098,0.8065735963827292,0.32715643797829735
94,1981,0,NA,0,1,econ & labor,41,50,59,60,36,54,81,62,0,0,0,0,58,79,80,65,74,111,164,134,0,0,0,0,3,1,5,5,0,3,15,7,0,0,0,0,7,6,19,78,163,65,23,45,38,0,0,0,0,13,23,97,267,158,34,96,74,0,0,0,0,3,3,7,10,3,1,6,4,0,0,0,92,96,101,66,46,30,0,0,0,0,0,0,113,145,170,141,90,59,0,0,0,0,0,0,4,7,9,4,5,1,0,0,0,0,0,0,329,72,28,5,633,49,64,6,28,8,2,0,85,148,212,0,0,0,0,244,248,274,0,0,0,0,8,16,14,0,0,0,0,126,181,111,0,0,0,0,281,337,112,0,0,0,0,13,11,2,0,0,0,0,193,251,377,389,14,24,281,108,15,30,476,206,21,51,22,9,3,3,116,141,112,75,211,209,196,150,8,12,12,6,301,140,609,148,30,8,0.446651816368103,0.39749956130981445,0.36118489503860474,0.3389880657196045,0.33172041177749634,0.3752089500427246,2,0,0,0,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,How do you feel about workers' right to strike -- do you favor or oppose the right of (READ EACH ITEM) to strike? Item: Policemen,0,1.0986122886681098,0.6728435620217026,0.4152352946487326,0.338134858787581,0.3006685121429708,2,0,0,0,0,0,0,0,1.0986122886681098,0,0.8065735963827292,0.5
95,1981,0,NA,0,1,econ & labor,41,58,63,61,42,68,94,62,0,0,0,0,59,70,79,64,65,99,141,119,0,0,0,0,2,1,2,5,3,2,25,21,0,0,0,0,4,5,14,74,180,83,25,56,48,0,0,0,3,15,26,99,243,135,30,84,63,0,0,0,0,2,6,8,18,8,4,8,5,0,0,0,74,109,116,83,53,37,0,0,0,0,0,0,120,129,155,120,80,51,0,0,0,0,0,0,15,10,9,8,8,2,0,0,0,0,0,0,382,66,29,3,556,58,65,8,51,6,1,0,107,164,218,0,0,0,0,213,225,261,0,0,0,0,17,23,21,0,0,0,0,148,207,111,0,0,0,0,254,301,105,0,0,0,0,19,21,9,0,0,0,0,223,266,340,359,20,40,305,117,22,37,436,191,16,42,37,15,1,5,139,141,124,85,181,203,179,136,15,17,17,11,321,164,568,123,51,10,0.40463584661483765,0.4282068610191345,0.4357485771179199,0.42695385217666626,0.4007819890975952,0.4192654252052307,2,0,0,0,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,How do you feel about workers' right to strike -- do you favor or oppose the right of (READ EACH ITEM) to strike? Item: Prison guards,0,1.0986122886681098,0.6728435620217026,0.3876766798670739,0.3770954467927981,0.33939697916728445,2,0,0,0,0,0,0,0,1.0986122886681098,0,0.8065735963827292,0.5
96,1981,0,NA,1,1,econ & labor,42,61,68,68,53,82,111,72,0,0,0,0,57,68,75,59,54,80,131,117,0,0,0,0,2,1,1,3,2,6,18,13,0,0,0,0,4,10,16,80,190,90,28,79,59,0,0,0,3,11,23,95,233,131,28,65,52,0,0,0,0,2,6,5,17,5,3,3,4,0,0,0,90,106,135,99,63,45,0,0,0,0,0,0,114,135,138,104,74,40,0,0,0,0,0,0,6,7,8,8,4,5,0,0,0,0,0,0,434,78,30,3,519,46,60,7,36,4,4,1,125,188,246,0,0,0,0,195,207,242,0,0,0,0,17,17,12,0,0,0,0,156,256,119,0,0,0,0,248,253,105,0,0,0,0,16,19,0,0,0,0,0,274,285,290,353,19,26,344,135,21,50,407,175,16,32,27,13,3,2,153,154,139,112,170,192,171,110,12,15,9,9,360,192,537,101,42,4,0.5638969540596008,0.5396636724472046,0.5238915085792542,0.5113219022750854,0.5035537481307983,0.5284655570983887,1,0,3,0,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,How do you feel about workers' right to strike -- do you favor or oppose the right of (READ EACH ITEM) to strike? Item: Gas and electric utility workers,0,-0.6931471805599453,0.3909478540072342,0.49074306044541693,0.42133959611408794,0.39347843296540114,3,0,0,0,0,0,1,0,1.3862943611198906,-0.6931471805599453,0.8868528072345415,0.3909478540072342
97,1981,0,NA,1,1,econ & labor,66,94,97,85,73,108,165,93,0,0,0,0,33,34,44,42,35,59,81,96,0,0,0,0,2,1,3,2,1,2,13,13,0,0,0,0,5,10,19,101,284,123,41,111,86,0,0,0,1,11,22,73,143,101,17,32,24,0,0,0,0,2,4,7,14,2,0,5,5,0,0,0,117,157,181,137,99,66,0,0,0,0,0,0,88,84,92,69,38,21,0,0,0,0,0,0,4,6,8,4,4,3,0,0,0,0,0,0,617,88,60,7,341,36,33,4,32,5,2,1,185,260,339,0,0,0,0,137,139,149,0,0,0,0,15,13,11,0,0,0,0,242,349,153,0,0,0,0,161,171,69,0,0,0,0,17,8,2,0,0,0,0,405,378,166,259,12,27,469,202,31,69,283,112,8,15,27,9,0,0,216,220,190,159,110,132,116,68,9,10,14,6,541,235,364,56,33,6,0.40972578525543213,0.371842622756958,0.339211106300354,0.3073272109031677,0.27715426683425903,0.3410521984100342,1,0,2,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,How do you feel about workers' right to strike -- do you favor or oppose the right of (READ EACH ITEM) to strike? Item: Truck drivers,0,-0.4054651081081645,0.4362085839710631,0.39105571576026604,0.3260656185157046,0.2671347537446394,2,0,0,0,0,0,1,0,1.0986122886681098,-0.6931471805599453,0.8065735963827292,0.3909478540072342
98,1981,0,NA,1,1,econ & labor,42,63,73,72,52,72,105,72,0,0,0,0,56,64,69,56,56,92,136,119,0,0,0,0,3,1,1,2,2,4,18,11,0,0,0,0,5,10,20,86,193,84,28,73,53,0,0,0,1,10,22,90,234,135,27,68,58,0,0,0,0,3,3,5,13,6,2,6,4,0,0,0,102,120,118,84,61,52,0,0,0,0,0,0,103,121,155,120,71,35,0,0,0,0,0,0,3,7,7,6,10,2,0,0,0,0,0,0,423,77,34,6,530,47,57,6,34,4,4,0,115,186,253,0,0,0,0,206,209,235,0,0,0,0,16,16,11,0,0,0,0,151,242,128,0,0,0,0,253,265,97,0,0,0,0,16,19,0,0,0,0,0,255,299,306,343,21,21,335,139,19,47,414,173,19,34,28,11,1,2,149,164,142,99,177,183,166,123,9,14,10,9,368,181,533,111,35,4,0.48077982664108276,0.545003354549408,0.5700494647026062,0.5551486015319824,0.49974513053894043,0.530145275592804,0,0,2,0,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,How do you feel about workers' right to strike -- do you favor or oppose the right of (READ EACH ITEM) to strike? Item: Sanitationmen (garbage collectors),0,-1.0986122886681098,0.32715643797829735,0.4372352921824067,0.4446334491295178,0.3914998798187875,2,0,0,0,0,0,0,0,1.0986122886681098,0,0.8065735963827292,0.5
